www.sandmountainreporter.com,"Sand Mountain Reporter",Albertville
www.hartselleenquirer.com,"Hartselle Enquirer",Hartselle
www.speakinoutweeklynews.com,"Speakin' Out News",Huntsville
www.valleyplanet.com,"Valley Planet",Huntsville
www.southalabamian.com,"South Alabamian",Jackson
jacksonville.com,"Florida Times-Union",Jacksonville
www.mountaineagle.com,"Daily Mountain Eagle",Jasper
www.thelafayettesun.com,"LaFayette Sun",Lafayette
www.valleytimes-news.com,"Valley Times-News",Lanett
www.smalltownpapers.com,"Manchester Star-Mercury",Manchester
www.recordjournal.net,"Sumter Co. Record-Journal",Livingston
www.madisoncountyrecord.com,"Madison Record",Madison
www.lagniappemobile.com,Lagniappe,Mobile
www.monroejournal.com,"Monroe Journal",Monroeville
www.montgomeryadvertiser.com,"Prattville Progress",Prattville
www.themontgomeryindependent.com,"Montgomery Independent",Montgomery
www.moultonadvertiser.com,"Moulton Advertiser",Moulton
www.blountcountian.com,"Blount Countian",Oneonta
www.oanow.com,"Opelika-Auburn News",Opelika
www.therandolphleader.com,"Randolph Leader",Roanoke
www.gulfcoastnewstoday.com,"Robertsdale Independent",Robertsdale
www.franklincountytimes.com,"Franklin County Times",Russellville
thedailysentinel.com,"Daily Sentinel",Scottsboro
www.theclarion.org,"Scottsboro Clarion",Scottsboro
www.selmatimesjournal.com,"Selma Times-Journal",Selma
www.lamarleader.com,"Lamar Leader",Sulligent
www.dailyhome.com,"Daily Home",Talladega
tallasseetribune.com,"Tallassee Tribune",Tallassee
www.thethomasvilletimes.com,"Thomasville Times",Thomasville
www.troymessenger.com,"Troy Messenger",Troy
www.thetrussvillenews.com,"Trussville News",Trussville
www.tuscaloosanews.com,"Tuscaloosa News",Tuscaloosa
www.thetuskegeenews.com,"Tuskegee News",Tuskegee
thewetumpkaherald.com,"Wetumpka Herald ",Wetumpka
alabama.travel,"Bureau of Tourism & Travel",Statewide
www.theplainsman.com,Plainsman,Auburn
www.alaskajournal.com,"Alaska Journal of Commerce",Anchorage
www.adn.com,"Anchorage Daily News ",Anchorage
www.anchoragepress.com,"Anchorage Press ",Anchorage
www.petroleumnews.com,"Petroleum News",Anchorage
www.deltadiscovery.com,"Delta Discovery",Bethel
www.thetundradrums.com,"Tundra Drums",Bethel
www.thecordovatimes.com,"Cordova Times",Cordova
www.thebristolbaytimes.com,"Bristol Bay Times",Dillingham
esterrepublic.com,"Ester Republic",Statewide
www.newsminer.com,"Fairbanks Daily News-Miner",Fairbanks
www.turnagaintimes.com,"Turnagain Times",Girdwood
www.chilkatvalleynews.com,"Chilkat Valley News",Haines
homernews.com,"Homer News",Homer
homertribune.com,"Homer Tribune ",Homer
capitalcityweekly.com,"Capital City Weekly ",Juneau
juneauempire.com,"Juneau Empire",Juneau
peninsulaclarion.com,"Peninsula Clarion",Kenai
www.ketchikandailynews.com,"Ketchikan Daily News",Ketchikan
www.alaska.fm,"Local Paper",Ketchikan
www.sitnews.us,Sitnews,Ketchikan
www.kodiakdailymirror.com,"Kodiak Daily Mirror",Kodiak
www.thearcticsounder.com,"Arctic Sounder",Kotzebue
www.nomenugget.net,"Nome Nugget",Nome
www.petersburgpilot.com,"Petersburg Pilot",Petersburg
www.seldoviagazette.com,"Seldovia Gazette",Seldovia
www.thesewardphoenixlog.com,"Seward Phoenix Log",Seward
sitkasentinel.com,"Daily Sitka Sentinel",Sitka
www.skagwaynews.com,"Skagway News ",Skagway
www.newsmatsu.com,"News Mat-Su",Talkeetna
www.akpioneerpress.com,"Pioneer Press",Talkeetna
www.valdezstar.net,"Valdez Star",Valdez
www.frontiersman.com,Frontiersman,Wasilla
www.thewrangellsentinel.com,"Wrangell Sentinel ",Wrangell
www.akbizmag.com,"AK Business Monthly",Statewide
alaskahorsejournal.printroom.com,"AK Horse Journal",Statewide
www.alaskamagazine.com,"AK Magazine",Statewide
www.alaskaoutdoorjournal.com,"AK Outdoor Journal",Statewide
www.alaskaadventures.net,"Austin's Alaska Adventures",Statewide
www.mushing.com,Mushing,Statewide
www.cunews.info,"Ajo Copper News",Ajo
www.bensonnews-sun.com,"San Pedro Valley News-Sun",Benson
www.thebisbeeobserver.com,"Bisbee Observer",Bisbee
timespublications.com,"Times Publications",Gilbert
www.santansun.com,"SanTan Sun News",Chandler
www.trivalleycentral.com,"Reminder and Blade-Tribune",Florence
www.journalaz.com,"Cottonwood Journal Extra",Cottonwood
verdenews.com,"Verde Independent",Cottonwood
www.douglasdispatch.com,"Douglas Dispatch",Douglas
azdailysun.com,"Arizona Daily Sun",Flagstaff
www.navajohopiobserver.com,"Navajo Hopi Observer",Flagstaff
thenoise.us,Noise,Flagstaff
www.glendalestar.com,"Glendale Star",Glendale
www.yourwestvalley.com,"Surprise Today",Surprise
www.silverbelt.com,"Arizona Silver Belt",Globe
www.coppercountrynews.com,"Copper Country News",Globe
www.westvalleyview.com,"West Valley View",Goodyear
www.azjournal.com,"Arizona Journal",Holbrook
copperarea.com,"Copper Area News",Kearny
www.kingmandailyminer.com,"Kingman Daily Miner",Kingman
www.maranaweeklynews.com,"Marana News",Marana
www.copamonitor.com,"Maricopa Monitor",Maricopa
www.eastvalleytribune.com,"East Valley Tribune",Scottsdale
www.nogalesinternational.com,"Weekly Bulletin",Nogales
www.lakepowellchronicle.com,"Lake Powell Chronicle",Page
parkerpioneer.net,"Parker Pioneer",Parker
www.paysonroundup.com,"Payson Roundup",Payson
www.peoriatimes.com,"Peoria Times",Peoria
www.ahwatukee.com,"Ahwatukee Foothills News",Phoenix
www.arcadianews.com,"Arcadia News",Phoenix
www.azcentral.com,AZCentral,Phoenix
www.azcapitoltimes.com,"Arizona Capitol Times",Phoenix
news.citysuntimes.com,CITYSunTimes,Phoenix
www.culturadoor.com,Culturadoor,Phoenix
frontdoorsnews.com,"Frontdoors News",Phoenix
www.jewishaz.com,"Jewish News of Grtr Phoenix",Phoenix
www.lavozarizona.com,"La Voz",Phoenix
www.phoenixnewtimes.com,"New Times",Phoenix
panoramaaz.com,"Panorama Online",Phoenix
www.recordreporter.com,"Phoenix Record Reporter",Phoenix
www.prensahispanaaz.com,"Prensa Hispana",Phoenix
www.chinovalleyreview.com,"Chino Valley Review",Prescott
www.prescottaz.com,"Daily Courier",Prescott
prescottenews.com,"Prescott eNews",Prescott
www.prescottvalleytribune.com,"Prescott Valley Tribune",Prescott
paloverdevalleytimes.com,"Quartzsite Times",Quartzsite
www.eacourier.com,"Eastern Arizona Courier",Safford
www.srpmic-nsn.gov,"Au-Authm Action News",Scottsdale
sedonaobserver.com,"Sedona Observer",Sedona
www.redrocknews.com,"Sedona Red Rock News",Sedona
www.sedona.biz,Sedona.biz,Sedona
www.wranglernews.com,"Wrangler News",Tempe
thetombstonenews.com,"Tombstone News",Tombstone
azstarnet.com,"La Estrella De Tucson",Tucson
explorernews.com,"Explorer Newspapers",Tucson
www.insidetucsonbusiness.com,"Inside Tucson Business",Tucson
soaznewsx.com,"So. Arizona News-Examiner",Tucson
tucsoncitizen.com,"Tucson Citizen",Tucson
www.tucsonweekly.com,"Tucson Weekly",Tucson
www.wickenburgsun.com,"Wickenburg Sun",Wickenburg
www.willcoxrangenews.com,"Arizona Range News",Willcox
www.williamsnews.com,"Williams News",Williams
www.bajoelsol.com,BajoElSol.com,Yuma
lavozdeyuma.com,"La Voz de Yuma",Yuma
www.yumasun.com,"Yuma Sun",Yuma
www.gatewaytosedona.com,"Gateway To Sedona",Sedona
www.azbilingual.com,"Arizona Bilingual",Statewide
www.azbw.com,"Arizona Boating & Watersports",Statewide
www.arizonaguide.com,"Arizona Guide",Statewide
www.arizhwys.com,"AZ Highways Online",Statewide
aztourist.com,"AZ Tourist News",Statewide
gogolfarizona.com,"Go Golf Arizona",Statewide
lovinlife.com,"Lovin' Life After 50",Statewide
northvalleymagazine.com,"North Valley Magazine",Statewide
www.truewestmagazine.com,"True West",Statewide
www.wickenburg-az.com,Wickenburg-az.com,Wickenburg
www.ecollegetimes.com,ecollegetimes.com,Mesa
thesouthernstandard.com,Standard,Amity
www.siftingsherald.com,"Daily Siftings Herald",Arkadelphia
littlerivernews.net,"Little River News",Ashdown
www.atkinschronicle.com,"Dover Times",Dover
www.arkansasweekly.com,"Arkansas Weekly",Batesville
guardonline.com,"Batesville Guard",Batesville
beebenews.com,"Beebe News",Beebe
www.bentoncourier.com,"Saline Courier",Benton
www.nwaonline.com,"Morning News",Springdale
www.carrollconews.com,"Carroll County Newspapers",Berryville
www.couriernews.net,"Blytheville Courier News",Blytheville
boonevilledemocrat.com,"Booneville Democrat",Booneville
argussunonline.com,"Central Delta Argus Sun",Brinkley
www.bryantdaily.com,"Bryant Daily",Bryant
lonokenews.net,"Lonoke Democrat",Lonoke
www.camdenarknews.com,"Camden News",Camden
charlestonexpress.com,"Charleston Express",Charleston
www.thegraphic.org,"Johnson County Graphic",Clarksville
www.vanburencountydem.com,"Van Buren County Democrat",Clinton
thecabin.net,"Log Cabin Democrat",Conway
claycountyliving.com,"Clay County Courier",Corning
www.ashleynewsobserver.com,"Ashley News Observer",Crossett
wcel.nwaonline.com,"Washington Co. Enterprise-Leader",Farmington
www.freeweekly.com,"Fayetteville Free Weekly",Fayetteville
www.flippinonline.com,"Mountaineer Echo",Flippin
swarkansasnews.com,"Southwest Arkansas News",Nashville
www.eagleobserver.com,"Westside Eagle Observer",Gravette
greenwooddemocrat.com,"Greenwood Democrat",Greenwood
www.thegurdontimes.com,"Gurdon Times",Gurdon
www.picayune-times.com,"Nevada County Picayune",Prescott
www.ashleycountyledger.com,"Ashley County Ledger",Hamburg
harrisondaily.com,"Harrison Daily Times",Harrison
www.herald-publishing.com,"Grand Prairie Herald",Hazen
www.helena-arkansas.com,"Daily World",Helena
www.amigonews.com,"Amigo Newspaper",Hope
www.hopestar.com,"Hope Star",Hope
www.mcrecordonline.com,"Madison County Record",Huntsville
pulaskinews.net,"Sherwood Voice",Sherwood
www.arkansasleader.com,Leader,Jacksonville
newtoncountytimes.com,"Newton County Times",Jasper
www.jonesborosun.com,"Jonesboro Sun",Jonesboro
www.bannernews.net,Banner-News,Magnolia
www.magnoliareporter.com,"Magnolia Reporter",Magnolia
www.malvern-online.com,"Malvern Daily Record",Malvern
www.thetown-crier.com,"Northeast Arkansas Town Crier",Manila
www.wcmla.net,"Woodruff Co. Monitor Leader Advocate",McCrory
www.themcgeheetimes.com,Times-News,McGehee
www.menastar.com,"Mena Star",Mena
mymonticellonews.net,"Advance Monticellonian",Monticello
www.headlightnews.com,"Petit Jean Country Headlight",Morrilton
www.nashvilleleader.com,"Nashville Leader",Nashville
www.newportindependent.com,"Newport Independent",Newport
www.osceolatimes.com,"Osceola Times",Osceola
ozarkspectator.net,"Ozark Spectator",Ozark
www.paragoulddailypress.com,"Paragould Daily Press",Paragould
paris-express.com,"Paris Express",Paris
www.cctimesdemocrat.com,"Clay County Times Democrat",Rector
starheraldnews.com,"Pocahontas Star Herald",Pocahontas
www.clevelandcountyherald.com,"Cleveland County Herald",Rison
www.couriernews.com,Courier,Russellville
www.thedailycitizen.com,"Daily Citizen",Searcy
thesheridanheadlight.com,"Sheridan Headlight",Sheridan
www.laprensanwa.com,"La Prensa Libre",Springdale
www.lafayettecountypress.com,"Lafayette County Press",Stamps
www.stuttgartdailyleader.com,"Daily Leader",Stuttgart
www.texarkanagazette.com,"Texarkana Gazette",Texarkana
www.democrattribune.com,"Democrat Tribune",Trumann
www.waldronnews.com,"Waldron News",Waldron
www.ardeerhunting.com,"Arkansas Deer Hunting",Statewide
www.arkansas.com,"Arkansas Tourism Official Site",Statewide
www.buffaloriverfun.com,"Buffalo National River",Statewide
www.efortsmith.com,eFortsmith.com,Statewide
valleywidenewspaper.com,"Adelanto Bulletin",Adelanto
www.insidebayarea.com,Piedmonter,Piedmont
www.alamedasun.com,"Alameda Sun",Alameda
www.contracostatimes.com,"Tri-Valley Times",Pleasanton
www.visionhispanausa.com,"Vision Hispana",Alameda
www.boyleheightsbeat.com,"Boyle Heights Beat",Alhambra
www.thealpinesun.com,"Alpine Sun",Alpine
www.modocrecord.com,"Modoc County Record",Alturas
latinotimes.com,"Latino Times",Anaheim
www.andersonvalleypost.com,"Anderson Valley Post",Anderson
www.thepress.net,"Oakley Press",Oakley
www.arcataeye.com,"Arcata Eye",Arcata
www.northcoastjournal.com,"North Coast Journal",Arcata
www.atascaderonews.com,"Atascadero News",Atascadero
www.auburnjournal.com,"Auburn Journal",Auburn
placersentinel.com,"Placer Sentinel",Auburn
www.thecatalinaislander.com,"Catalina Islander",Avalon
www.bakersfield.com,"Bakersfield Californian",Bakersfield
elpopularnews.com,"El Popular Bakersfield",Bakersfield
www.recordgazette.net,"Record Gazette",Banning
www.desertdispatch.com,"Desert Dispatch",Barstow
beniciaherald.me,"Benicia Herald",Benicia
www.berkeleydailyplanet.com,"Berkeley Daily Planet",Berkeley
www.eastbayexpress.com,"East Bay Express",Oakland
www.inyoregister.com,"Inyo Register",Bishop
www.paloverdevalleytimes.com,"Palo Verde Valley Times",Blythe
www.burbankleader.com,"Burbank Leader",Burbank
www.theimnews.com,"Intermountain News",Burney
napavalleyregister.com,"Napa Valley Register",Napa
www.thecamarilloacorn.com,"Camarillo Acorn",Camarillo
www.sanluisobispo.com,Cambrian,Cambria
campbellexpress.com,"Campbell Express",Campbell
www.mercurynews.com,"Sunnyvale Sun",Sunnyvale
www.carmelpinecone.com,"Carmel Pine Cone",Carmel
carmichaeltimes.com,"Carmichael Times",Carmichael
coastalview.com,"Coastal View News",Carpinteria
www.cerescourier.com,"Ceres Courier",Ceres
www.loscerritosnews.net,"Los Cerritos Community News",Cerritos
www.chicoer.com,"Chico Enterprise-Record",Chico
www.newsreview.com,"News & Review",Reno
www.championnewspapers.com,"Chino Champion",Chino
www.thechowchillanews.com,"Chowchilla News",Chowchilla
www.claremont-courier.com,"Claremont Courier",Claremont
www.record-bee.com,"Lake County Record-Bee",Lakeport
www.sonomawest.com,"Windsor Times",Windsor
www.fresnobee.com,"Fresno Bee",Fresno
www.colfaxrecord.com,"Colfax Record",Colfax
www.colusa-sun-herald.com,"Colusa County Sun-Herald",Colusa
www.thebulletinweekly.com,"Compton Bulletin",Compton
www.corning-observer.com,"Corning Observer",Corning
www.coronadonewsca.com,"Coronado Eagle & Journal",Coronado
alpenhornnews.com,"Alpenhorn News",Crestline
www.mountain-news.com,"Mountain News",Crestline
valleysentinel.com,"Danville Valley Sentinel",Danville
www.davisenterprise.com,"Davis Enterprise",Davis
www.independentvoice.com,"Independent Voice",Dixon
www.thedowneypatriot.net,"Downey Patriot",Downey
www.sierracountyprospect.org,"Sierra County Prospect",Downieville
thecoastnews.com,"Coast News",Encinitas
www.escalontimes.com,"Escalon Times",Escalon
www.utsandiego.com,"North County Times",Oceanside
www.times-standard.com,Times-Standard,Eureka
www.fsgnews.com,"Foothills Sun Gazette",Exeter
www.dailyrepublic.com,"Daily Republic",Fairfield
www.thevillagenews.com,"Village News",Fallbrook
ferndaleenterprise.us,"Ferndale Enterprise",Ferndale
www.fillmoregazette.com,"Fillmore Gazette",Fillmore
sespesun.com,"Sespe Sun",Fillmore
www.folsomtelegraph.com,"Folsom Telegraph",Folsom
www.fontanaheraldnews.com,"Fontana Herald News",Fontana
www.humboldtbeacon.com,"Humboldt Beacon",Fortuna
caladvocate.com,"California Advocate",Fresno
www.vidaenelvalle.com,"Fresno Vida en el Valle",Fresno
www.fullertonobserver.com,"Fullerton Observer",Fullerton
www.galtheraldonline.com,"Galt Herald",Galt
www.redwoodtimes.com,"Redwood Times",Garberville
www.gardenavalleynews.org,"Gardena Valley News",Gardena
www.gilroydispatch.com,"Gilroy Dispatch",Gilroy
www.glendalenewspress.com,"Glendale News Press",Glendale
www.gonzalestribune.com,"Gonzales Tribune",Gonzales
www.greenfieldnews.com,"Greenfield News",Greenfield
www.gridleyherald.com,"Gridley Herald",Gridley
www.mendonoma.com,"Independent Coast Observer",Gualala
www.hanfordsentinel.com,"Selma Enterprise",Selma
www.heraldpublications.com,"Torrance Tribune",Torrance
healdsburgtribune.com,"Healdsburg Tribune",Healdsburg
thevalleychronicle.com,"Valley Chronicle",Hemet
www.hesperiastar.com,"Hesperia Star",Hesperia
highlandnews.net,"Highland Community News",Highland
www.sanbenitocountytoday.com,"San Benito County Today",Hollister
holtvilletribune.com,"Holtville Tribune",Holtville
idyllwildtowncrier.com,"Idyllwild Town Crier",Idyllwild
www.mydesert.com,"Indio Sun",Indio
morningsideparkchronicle.com,"Morningside Park Chronicle",Inglewood
www.ledger-dispatch.com,"Amador Ledger Dispatch",Jackson
juliannews.com,"Julian News",Julian
lakeconews.com,"Lake County News",Lakeport
www.lincolnnewsmessenger.com,"Lincoln News Messenger",Lincoln
lindenherald.com,"Linden Herald",Linden
www.independentnews.com,Independent,Livermore
www.lodinews.com,"Lodi News-Sentinel",Lodi
www.lompocrecord.com,"Lompoc Record",Lompoc
www.theloomisnews.com,"Loomis News",Loomis
www.sierrabooster.com,"Sierra Booster",Loyalton
www.maderatribune.com,"Madera Tribune",Madera
www.malibusurfsidenews.com,"Malibu Surfside News",Malibu
www.malibutimes.com,"Malibu Times",Malibu
www.mantecabulletin.com,"Manteca Bulletin",Manteca
www.mariposagazette.com,"Mariposa Gazette",Mariposa
martinezgazette.com,"Martinez News-Gazette",Martinez
www.appeal-democrat.com,Appeal-Democrat,Marysville
mckinleyvillepress.com,"McKinleyville Press",McKinleyville
www.mendocinobeacon.com,"Mendocino Beacon",Mendocino
mercedcountytimes.net,"Merced County Times",Merced
www.mercedsunstar.com,"Merced Sun-Star",Merced
www.modbee.com,"Modesto Bee",Modesto
www.montecitojournal.net,"Montecito Journal",Montecito
www.montereyherald.com,"Monterey County Herald",Monterey
www.montereycountyweekly.com,"Monterey County Weekly",Monterey
www.mpacorn.com,"Moorpark Acorn",Moorpark
www.lamorindaweekly.com,"Lamorinda Weekly",Moraga
www.thedesertstar.com,"Needles Desert Star",Needles
www.westsideconnect.com,"Westside Connect",Newman
www.theadobepress.com,"Adobe Press",Nipomo
www.marinij.com,"Marin Independent Journal",Novato
www.marinscope.com,"Twin Cities Times",Sausalito
www.oakdaleleader.com,"Oakdale Leader",Oakdale
www.sierrastar.com,"Sierra Star",Oakhurst
postnewsgroup.com,"Post News Group",Oakland
www.ojaivalleynews.com,"Ojai Valley News",Ojai
www.dailybulletin.com,"Inland Valley Daily Bulletin",Ontario
orangevalesun.com,"Orangevale Sun",Orangevale
www.orovillemr.com,"Oroville Mercury-Register",Oroville
tricountysentry.com,"Tri County Sentry",Oxnard
www.avpress.com,"Antelope Valley Press",Palmdale
www.paradisepost.com,"Paradise Post",Paradise
paramountjournal.org,"Paramount Journal",Paramount
www.pasadenaindependent.com,"Pasadena Independent",Pasadena
www.pasadenajournal.com,"Pasadena Journal",Pasadena
www.pasadenastarnews.com,"Pasadena Star-News",Pasadena
www.pasadenaweekly.com,"Pasadena Weekly",Pasadena
south.pasadenanow.com,"South Pasadena Review",Pasadena
pattersonirrigator.com,"Patterson Irrigator",Patterson
www.theperrisprogress.com,"Perris Progress & Perris City News",Perris
www.petaluma360.com,Argus-Courier,Petaluma
www.mtprogress.net,"Mountaineer Progress",Phelan
www.mtdemocrat.com,"Mountain Democrat",Placerville
www.pleasantonweekly.com,"Pleasanton Weekly",Pleasanton
www.recorderonline.com,"Porterville Recorder",Porterville
www.plumasnews.com,"Feather River Bulletin",Quincy
www.pomeradonews.com,"Pomerado Newspaper",Poway
ramonajournal.com,"Ramona Journal",Ramona
www.ramonasentinel.com,"Ramona Sentinel",Ramona
www.redding.com,"Record Searchlight",Redding
www.shastalake.ws,"Shasta Lake Bulletin",Redding
www.redlandsdailyfacts.com,"Redlands Daily Facts",Redlands
www.reedleyexponent.com,"Reedley Exponent",Reedley
www.ridgecrestca.com,"Daily Independent",Ridgecrest
www.riponrecordnews.com,"Ripon Record",Ripon
www.theriverbanknews.com,"Riverbank News",Riverbank
www.blackvoicenews.com,"Black Voice News",Riverside
www.dailyjournal.com,"Business Journal",Riverside
www.laprensaenlinea.com,"La Prensa",Riverside
www.pe.com,Press-Enterprise,Riverside
www.countyrecordnews.com,"Riverside County Record News",Riverside
www.placerherald.com,"Placer Herald",Rocklin
www.pacific-times.com,"Pacific Times",Rosemead
www.thepresstribune.com,"Press Tribune",Roseville
www.rosevilletoday.com,"Rocklin & Roseville Today",Roseville
www.cronicasnewspaper.com,Cronicas,Rutherford
www.agalert.com,"Ag Alert",Sacramento
capitolweekly.net,"Capitol Weekly",Sacramento
www.sacgazette.com,Gazette,Sacramento
sacobserver.com,Observer,Sacramento
www.sacbee.com,"Sacramento Bee",Sacramento
www.senior-spectrum.com,"Senior Spectrum",Sacramento
www.westsac.com,"West Sacramento News Ledger",Sacramento
www.thecalifornian.com,"El Sol Salinas",Salinas
thesangerherald.com,"Sanger Herald",Sanger
shafterpress.net,"Shafter Press",Shafter
www.soledadbee.com,"Soledad Bee",Soledad
syvnews.com,"Santa Ynez Valley News",Solvang
www.sonomanews.com,"Sonoma Index-Tribune",Sonoma
news.sonomaportal.com,"Sonoma Valley Sun",Sonoma
www.uniondemocrat.com,"Union Democrat",Sonora
www.bilingualweekly.com,"Bilingual Weekly",Stockton
www.recordnet.com,Record,Stockton
caravannews.com,"Stockton Caravan",Stockton
www.lassennews.com,"Lassen County Times",Westwood
www.taftmidwaydriller.com,"Midway Driller",Taft
taftindependent.com,"Taft Independent",Taft
www.tehachapinews.com,"Tehachapi News",Tehachapi
www.valleybusinessjournal.com,"Valley Business Journal",Temecula
www.myvalleynews.com,"Valley News",Temecula
www.thearknewspaper.com,Ark,Tiburon
www.topangamessenger.com,Messenger,Topanga
www.dailybreeze.com,"Daily Breeze",Torrance
www.tracypress.com,"Tracy Press",Tracy
www.tahoedailytribune.com,"Sierra Sun",Truckee
www.thefoothillspaper.com,"Foothills Paper",Tujunga
www.visaliatimesdelta.com,"Visalia Times-Delta",Visalia
tularevoice.com,"Tulare Voice",Tulare
www.turlockjournal.com,"Turlock Journal",Turlock
www.ukiahdailyjournal.com,"Ukiah Daily Journal",Ukiah
www.thereporter.com,Reporter,Vacaville
www.timesheraldonline.com,"Vallejo Times-Herald",Vallejo
www.vcreporter.com,"Ventura County Reporter",Ventura
www.vcstar.com,"Ventura County Star",Ventura
www.vvdailypress.com,"Daily Press",Victorville
www.ourvalleyvoice.com,"Valley Voice",Visalia
www.register-pajaronian.com,Register-Pajaronian,Watsonville
www.trinityjournal.com,"Trinity Journal",Weaverville
westminsterheraldnews.com,"Westminster Herald",Westminster
www.whittierdailynews.com,"Whittier Daily News",Whittier
williamspioneerreview.com,"Williams Pioneer Review",Williams
www.willitsnews.com,"Willits News",Willits
www.willows-journal.com,"Glenn County Transcript",Willows
www.wintersexpress.com,"Winters Express",Winters
www.dailydemocrat.com,"Daily Democrat",Woodland
www.siskiyoudaily.com,"Siskiyou Daily News",Yreka
www.newsmirror.net,"Yucaipa News Mirror",Yucaipa
www.ocstandard.com,OCStandard,Statewide
www.thesunrunner.com,"The Sun Runner",Statewide
www.akronnewsreporter.com,"Akron News-Reporter",Akron
www.conejoscountycitizen.com,"Conejos County Citizen",Alamosa
www.alamosanews.com,"Valley Courier",Alamosa
www.ourcoloradonews.com,"Arvada Press",Arvada
www.aspendailynews.com,"Aspen Daily News",Aspen
www.aspentimes.com,"Snowmass Village Sun",Snowmass
www.aurorasentinel.com,"Aurora Sentinel",Aurora
www.theflume.com,"The Flume",Bailey
www.pinerivertimes.com,"Pine River Times",Bayfield
www.berthoudrecorder.com,"Berthoud Recorder",Berthoud
www.berthoudsurveyor.com,"Weekly Surveyor",Berthoud
www.bcbr.com,"Boulder Co Business Report",Boulder
www.boulderweekly.com,"Boulder Weekly",Boulder
www.coloradodaily.com,"Colorado Daily",Boulder
www.dailycamera.com,"Daily Camera",Boulder
adamscountysentinel.com,"Adams County Sentinel ",Brighton
www.thebrightonblade.com,"Standard Blade",Brighton
www.broomfieldenterprise.com,"Broomfield Enterprise",Broomfield
www.brushnewstribune.com,"Brush News Tribune",Brush
www.burlington-record.com,"Burlington Record",Burlington
www.soprissun.com,"Sopris Sun",Carbondale
www.centerpostdispatch.com,"Center Post Dispatch",Center
www.columbinecourier.com,"Columbine Courier",Columbine
www.hightimbertimes.com,"High Timber Times",Conifer
www.cortezjournal.com,"Cortez Journal",Cortez
www.doloresstar.com,"Dolores Star",Cortez
www.craigdailypress.com,"Craig Daily Press",Craig
www.mineralcountyminer.com,"Mineral County Miner",Creede
www.deltacountyindependent.com,"Delta County Independent",Delta
westernslopewatchdog.com,"Western Slope Watchdog",Delta
www.cocnews.com,"Colorado Chinese News",Denver
www.coloradonewsagency.com,"Colorado News Agency",Denver
coloradostatesman.com,"Colorado Statesman",Denver
www.denverpost.com,"Denver Post",Denver
denverurbanspectrum.com,"Denver Urban Spectrum",Denver
www.denvervoice.org,"Denver Voice",Denver
www.elhispanonewspaper.com,"El Hispano de Denver",Denver
laprensadecolorado.com,"La Prensa de Colorado",Denver
www.lavozcolorado.com,"La Voz Bilingue",Denver
www.rockymountainnews.com,"Rocky Mountain News",Denver
www.vivacolorado.com,"Viva Colorado",Denver
www.westword.com,Westword,Denver
www.durangoherald.com,"Durango Herald",Durango
www.durangotelegraph.com,"Durango Telegraph",Durango
www.kiowacountypress.com,"Kiowa County Press",Eads
www.vaildaily.com,"Vail Daily",Vail
nwherald.qwestoffice.net,"North Weld Herald",Eaton
www.elbertcountynews.net,"Elbert County News",Elizabeth
