URL|className|text|Score|X Pos|ScoreExplanation|Re-Score|
http://www.nytimes.com/pages/automobiles/index.html|tabs|Autos|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/pages/technology/index.html|tabs|Technology|-4|48|X Position Score Adjustment: 2 xPos :48,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/pages/nyregion/index.html|tabs|N.Y. / Region|6|48|X Position Score Adjustment: 2 xPos :48,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/2016/09/26/world/americas/mexico-missing-students-second-anniversary.html?ref=world|story|Two Years After a Night of Horror, Mexican Students Seek Answers|17|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,|
http://www.nytimes.com/mostpopular|mainTabMostPopular|Most Popular|-22|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too few words penalty: -10,Link too narrow: -3,|
http://www.nytimes.com/pages/world/index.html|first selected|World|-20|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 2 Score: -6,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/pages/style/index.html|tabs|Style|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/2016/09/26/world/europe/russia-kremlin-opposition-groups.html?ref=world|story|Russia, Jailer of Local Separatists, Welcomes Foreign Secessionists|17|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,|
http://www.nytimes.com/pages/sports/index.html|tabs|Sports|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/2016/09/27/world/americas/colombia-farc-peace-agreement.html?ref=world|story|After Five Decades of War, Colombia Signs Peace Agreement With Rebels|14|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,Link too wide: -3,|
http://www.nytimes.com/membercenter/sitehelp.html|NYT5Style|Help|-32|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,Link too narrow: -3,|
https://myaccount.nytimes.com/auth/login|NYT5Style|Log In|-32|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,Link too narrow: -3,|
http://www.nytimes.com/pages/business/index.html|tabs|Business|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/2016/09/26/world/middleeast/syria-un-security-council.html?ref=world|story|Syria and Russia Appear Ready to Scorch Aleppo|17|8|X Position Score Adjustment: 0 xPos :8,Text good length score: 11,Preferred ClassName Score: 6,|
http://www.nytimes.com/pages/health/index.html|tabs|Health|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
/pages/world/middleeast/index.html|subNavigation|Middle East|-13|88|X Position Score Adjustment: 4 xPos :88,Y Position Top 2 Score: -6,Text too few words penalty: -10,URL Same Path Score: 7,Unwanted ClassName Handicap: -5,Link too narrow: -3,|
http://www.nytimes.com/pages/arts/index.html|tabs|Arts|-14|48|X Position Score Adjustment: 2 xPos :48,Text too short penalty: -10,Text too few words penalty: -10,URL Same Path Score: 7,Link too narrow: -3,|
http://www.nytimes.com/video|mainTabVideo|Video|-42|48|X Position Score Adjustment: 2 xPos :48,Y Position Top 1 Score: -11,Text too short penalty: -10,Text too few words penalty: -10,Link too narrow: -3,Unwanted URL Term Handicap: -5,|
